RUA,CEP,AREA,QUARTOS,BANHEIROS,VAGAS,PRECO
Jardim Europa,01449001,600,4,2,10,12000000
Campo Belo,04880250,330,3,4,2,1800000
Lar São Paulo,05639075,220,3,4,3,1200000
Rua Constantino Fraga,05318050,140,2,1,3,850000
Jardim Ernestina,04677100,200,3,5,3,1200000
Jardim Paulista,01404000,723,3,4,4,15000000
Cidade Jardim,01453000,1817,5,8,6,12000000
Chácara Santo Antônio (Zona Sul),04716090,750,4,5,4,3100000
Rua Mourato Coelho,05417000,133,6,2,1,1390000
Rua Tanabi,05002010,143,3,3,1,1200000
Santo Amaro,04745000,714,5,7,4,3400000
Rua Heitor Peixoto,01543000,180,5,2,4,991000
Rua Marquês de Maricá,04252000,100,5,3,5,1200000
Vila Ida,05455000,496,4,6,6,4100000
Jabaquara,04045000,112,3,2,1,719000
Morumbi,05606010,320,3,5,4,1900000
Rua Aroaba,05315020,1045,2,1,1,10000000
Rua Sônia Ribeiro,04621010,907,4,7,8,5800000
Rua Laplace,04622000,392,4,6,4,4280000
Rua Doutor Inácio Arruda,01551020,350,3,2,5,1272000
Jardim da Glória,01545110,338,5,6,4,3100000
Santo Amaro,04745000,180,3,2,2,990000
Alameda dos Guaicanãs,03720055,198,3,3,2,1400000
Rua João Tibiriçá,05077000,240,3,1,4,1383000
Rua Engenheiro Toledo Malta,04053090,140,3,3,2,680000
Rua Sanharó,05611060,584,4,5,4,3150000
Rua São Benedito,04735000,430,3,4,3,2500000
Vila Madalena,05444015,174,4,4,2,1100000
Rua Alabastro,01531010,240,3,3,1,1200000
Rua Haroldo Paranhos,04357060,252,3,3,7,1520000
Rua Doutor Milton de Souza Meirelles,05324020,150,3,3,2,853100
Jardim Maria Duarte,05752590,332,3,4,5,850000
Rua Custódio Guimarães,02943040,155,3,2,2,355000
Rua Antônio Boz Marfil,05396020,407,4,6,6,2000000
Rua Luís Gonçalves,03279180,124,2,2,2,447000
Chácara Monte Alegre,04646030,100,2,3,1,1100000
Alameda dos Arapanés,04524000,320,3,5,3,3500000
Rua Ucaiari,05468030,143,3,5,2,1200000
Vila Ida,05455000,490,5,4,10,2400010
Rua Auguste Clesinger,04147000,273,5,5,3,1099950
Jardim Paulistano,01451001,382,3,2,3,7500000
Rua Roque Giangrande Filho,04674110,100,2,1,2,600000
Rua Tangará,04019030,180,2,3,1,880000
Praça Santos Coimbra,05614050,400,4,4,6,1920000
Avenida Comendador Adibo Ares,05613000,1000,5,5,4,3350000
Cidade Vargas,04319090,160,3,1,5,900000
Jardim Hípico,04725020,115,3,2,1,640000
Rua Tapes,04631010,152,5,5,4,840000
Rua Ponta Porã,05058000,300,4,4,2,1200000
Parada XV de Novembro,08246000,76,2,1,1,252900
Interlagos,04661000,700,5,7,15,2600000
Rua do Piquete,04264120,110,3,3,2,750000
Jardim Leonor,02348170,980,5,8,6,3200000
Fazenda Morumbi,05657000,405,2,4,2,1700000
Rua Irmão Gonçalo,05439080,815,6,6,4,4900000
Rua Jordão da Costa,03563030,180,3,3,3,560000
Rua Deputado João Bravo Caldeira,04071045,280,3,3,3,850000
Jardim Bélgica,04686000,220,3,5,4,1590000
Jardim Paulista,01404000,520,5,5,15,7000000
Avenida Iraí,04082000,330,3,5,4,1420000
Perdizes,05036175,687,5,7,6,10000000
Rua Moura Brasil,05507050,300,3,3,4,1600000
Rua Doutor José de Moura Resende,05517000,270,4,6,4,1280000
Rua Laurindo Sbampato,02076040,80,2,2,2,470000
Rua Ministro Jesuíno Cardoso,04544050,303,3,5,5,5500000
Rua Marco Aurélio,05048000,160,3,4,2,1000000
Rua Rifaina,05029020,125,2,3,1,580000
Vila Formosa,03366010,136,2,1,1,480000
Rua Içana,01457050,346,4,3,2,2400000
Rua Doutor Inácio Arruda,01551020,260,3,4,6,1300000
Rua Gervásio Pires Ferreira,04072050,172,3,3,3,850000
Avenida dos Imarés,04085000,760,3,2,3,12160000
Rua Portugal,01446020,693,4,5,6,16000000
Rua Nelson Lins e Barros,04176150,120,4,2,1,500000
Rua Emanuel Guedes,05540010,145,11,1,2,550000
Rua Francisco Andrade,05134110,144,3,1,4,460000
Rua General Góis Monteiro,05029000,173,4,2,2,1200000
Rua Arminda Fernandes de Almeida,04117170,400,4,6,4,2850000
Rua Ministro Sinésio Rocha,05030000,180,3,4,3,1796000
Rua Hilário Magro Junior,05505020,304,4,5,5,2800000
Rua Doutor Mário Vicente,04270000,180,3,4,4,1200000
Jardim São Carlos (Zona Sul),04932420,117,2,1,2,480000
Avenida Brigadeiro Luís Antônio,01318000,190,2,3,3,3500000
Rua Engenheiro Teixeira Soares,05505030,483,3,5,3,5990000
Sumaré,04894499,300,3,2,3,3600000
Alameda dos Guaiases,04079010,530,3,5,12,1750000
Rua Mongóis,04261110,200,3,4,5,1277000
Alameda dos Guaicanãs,03720055,240,4,1,2,1780000
Rua Teixeira Mendes,01517010,180,4,2,2,750000
Real Parque,05687010,533,4,5,6,2200000
Rua Alves Guimarães,05410000,120,4,3,4,2600000
Sumaré,04894499,480,3,3,4,3800000
Rua Tenente Sotomano,02226000,66,3,2,2,450000
Santo Amaro,04745000,153,4,3,4,2100000
Rua Angustura,04146030,320,4,6,10,2200000
Rua Antônio Cubas,05104040,150,3,4,3,700000
Rua Tapes,04631010,152,5,5,4,839000
Parque dos Príncipes,05396450,520,4,3,8,1700000
Rua Bandeirante Sampaio Soares,05688050,484,5,6,6,6700000
Rua Manoel da Rocha Lins,04827010,250,5,4,2,559000
Rua Roque Giangrande Filho,04674110,100,2,1,2,600000
Rua Berlioz,05467000,294,5,2,5,2200000
Rua Alemanha,01448010,540,3,5,3,7699000
Jardim Guedala,05608020,545,4,6,4,8500000
Vila Brasílio Machado,04288040,300,3,4,4,958000
Rua São Mateus,04721020,160,3,4,4,1500000
Avenida Cupecê,04365000,167,2,3,1,693000
Rua Hermínio Lemos,01540000,200,3,5,4,1250000
Rua Conselheiro João Alfredo,03106060,290,3,4,2,640000
Rua Lomas Valentinas,05084010,300,4,5,4,3300000
Avenida Moaci,04083000,380,3,6,4,1690000
Rua Cássio de Almeida,02067060,110,2,1,1,380000
Rua Eva Bloch,04127110,150,4,3,4,1600000
Rua Fonseca da Costa,04151060,321,4,2,3,980000
Campo Belo,04880250,140,3,3,2,1100000
Rua Vitorino Carmilo,01153000,165,3,4,1,790000
Rua Franca do Imperador,08330150,640,3,2,5,350000
Rua Ibaragui Nissui,04116200,270,4,6,4,2120000
Mooca,03110030,170,3,3,2,947000
Rua Domingos Lopes,04606050,200,2,2,2,980000
Rua Marechal Bitencourt,01432020,1200,3,10,14,16000000
Rua Aleixo da Silva,04756140,132,3,3,4,830000
Rua São Bernardo,03304000,129,3,2,5,850000
Rua Orós,05442020,1100,2,2,2,5000000
Fazenda Morumbi,05657000,961,5,12,9,7000000
Rua Doutor Queirós Guimarães,05609000,250,3,1,8,1450000
Rua Joaquim Cândido de Azevedo Marques,05688020,495,5,6,3,2765000
Rua São Calixto,05626090,100,2,2,1,750000
Interlagos,04661000,135,3,2,2,675000
Rua Mota Pais,05054000,188,3,2,2,1270000
Vila Gomes Cardim,03322080,80,2,1,2,600000
Rua Fábia,05051030,148,3,3,1,800000
Rua Pedro Alexandrino,02281212,109,3,2,3,650000
Rua Engenheiro Francisco Azevedo,05030010,380,3,4,4,1600000
Rua Professor Luiz Wanderley,04275060,180,4,4,3,1200000
Rua Doutor Augusto de Miranda,05026000,265,2,3,5,1601000
Jardim Paulista,01404000,420,3,5,6,6000000
Rua Antônio de Gouveia Giudice,05460000,316,4,5,2,3500000
Rua Cunha Gago,05421000,100,1,2,1,700000
Jardim Cordeiro,04640230,640,5,8,6,6000000
Rua Gaspar Lourenço,04107000,240,3,4,3,1880000
Planalto Paulista,04072100,182,4,3,4,850000
Rua Atenas,01446050,381,3,4,3,4500000
Alto de Pinheiros,05462050,450,3,6,4,3400000
Vila Polopoli,05363000,250,3,5,6,1450000
Vila Macedópolis,03237030,432,2,1,6,960000
Rua Domingos Augusto Setti,04116070,380,4,5,4,5000000
Vila Virginia,03289150,115,3,3,3,500000
Rua Ouvidor Peleja,04128000,280,4,3,4,1600000
Rua Godofredo Rangel,04051010,240,3,4,3,1130000
Alto de Pinheiros,05462050,412,4,6,6,2500000
Rua São Rafael,04849317,84,3,2,2,750000
Alto de Pinheiros,05462050,450,4,7,5,3500000
Vila Boaçava,05170400,140,4,2,1,382000
Rua Doutor Rubens de Azevedo Marques,04646070,640,4,7,4,2000000
Rua Evans,03648020,95,2,2,3,470000
Rua Araxiá,05609040,456,4,5,3,2350000
Vila Suzana,05642000,180,3,3,3,870000
Rua Doutor Carneiro Maia,04155050,138,2,2,2,850000
Alto da Lapa,05083010,353,3,4,6,2100000
Vila Romana,05045050,190,3,2,3,957010
Rua Miguel Sutil,04583050,130,2,1,2,1200000
Rua Ilhota,03438010,280,4,4,4,600000
Jardim Paulista,01404000,500,4,5,3,9000000
Rua das Ameixeiras,04382050,170,3,5,2,600000
Rua Escobar Ortiz,04512050,352,4,4,3,6340000
Jardim Vila Mariana,04116000,300,3,2,6,2500000
Jardim Santo Amaro,04741175,250,3,4,4,1300000
Vila Lúcia,03190030,340,3,1,5,1810000
Rua das Hortênsias,04051000,170,3,3,2,930000
Brooklin Paulista,04578000,250,4,5,4,2200000
Rua Dom Silvério Pimenta,04129070,171,3,5,5,1350000
Jardim Europa,01449001,172,2,3,2,4400000
Rua Matilde Diez,04438030,453,3,1,5,780000
Rua Octávio Modolin,05547040,85,2,2,2,370000
Jardim Monte Kemel,05635090,125,3,4,2,600000
Rua Trinta e Um de Março,05657030,429,4,5,4,1000000
Rua João Álvares Soares,04609000,200,4,6,6,2900000
Rua Elizabeth Trovão Usui,04547060,111,3,2,2,1600000
Rua Bernardino Machado,04722120,893,7,9,4,3920000
Chácara Inglesa,05142045,90,3,3,2,900000
Santo Amaro,04745000,270,3,3,3,1650000
Cidade Monções,04571010,212,4,5,4,1900000
Praça Delgado Arouche,03183090,130,3,2,2,750000
Alameda das Quaresmeiras,04716070,308,3,5,6,3500000
Bela Aliança,05088030,290,3,6,6,2700000
Tremembé,08472723,450,3,5,5,1760000
Rua Sebastião Cabot,05608010,390,3,3,4,3300000
Rua Eva Bloch,04127110,150,4,3,4,1500000
Rua Doutor José Maria Whitaker,05622000,259,3,2,2,1568000
Rua Granja Julieta,04721060,220,4,4,4,1600000
Rua Coelho de Carvalho,05468020,106,2,2,1,650000
Rua Leandro Dupré,04025010,139,3,2,5,2800000
Parque dos Príncipes,05396450,270,3,5,5,1150000
Jardim Europa,01449001,198,4,3,5,6300000
Rua Rodrigo Cláudio,01532020,340,5,7,4,2500000
Saúde,04142080,230,4,4,2,1100000
Jardim Leonor,02348170,900,4,4,4,4000000
Rua Ernesto Manograsso,03963100,100,2,1,3,350000
Jardim Paulista,01404000,650,4,7,7,11000000
Rua Tomé Portes,04623050,445,3,4,8,4000000
Rua Edmon Mário Hage,04061010,331,3,3,4,850000
Rua Eduardo Antônio de Paula,03974200,120,2,2,2,650000
Cerqueira César,01410000,143,3,3,3,1600000
Jardim Cidade Pirituba,02942000,115,3,2,2,560000
Rua Francisco Teles Dourado,04649040,320,4,3,4,1380000
Rua Rainha Vitória Eugênia,04331060,89,2,1,1,525000
Rua Doutor Cid de Castro Prado,04064040,144,2,3,2,800000
Avenida dos Bandeirantes,08421135,178,2,3,2,750000
Alameda dos Guatás,04053040,210,3,5,2,1130000
Rua Lutécia,03423000,308,2,1,1,1100000
Rua Doutor Alfredo Di Vernieri,05540020,120,2,1,2,450000
Vila Agueda,04674030,120,3,2,1,699000
Jardim Paulista,01404000,1200,3,6,10,15000000
Jardim América,01441000,600,3,5,5,12250000
Rua Cunha Gago,05421000,100,1,2,1,692000
Rua Alberto Faria,05459000,300,3,3,4,3300000
Vila Firmiano Pinto,04123030,97,2,2,1,475000
Vila Inah,05618090,360,4,6,6,2345000
Avenida Bagiru,05469020,425,5,8,4,5700000
Praça Horácio Sabino,05412010,250,4,2,6,4500000
Indianópolis,04086000,215,3,1,3,1680000
Vila Gomes Cardim,03322080,384,4,3,5,2014000
Campo Belo,04880250,80,2,1,1,430000
Rua Odair Pimentel,05396170,181,3,6,4,1060000
Alto de Pinheiros,05462050,450,5,8,5,5500000
Rua Professor Eduardo Monteiro,05614120,262,6,8,4,1295000
Rua Jaguari,04137080,242,3,4,1,770000
Rua Francisco Pessoa,05727230,165,3,3,2,846000
Rua Teodoro Ramos,01250020,280,3,1,4,2800000
Rua Canto e Melo,04756100,257,3,4,6,1100000
Brooklin Paulista,04578000,330,5,4,4,1703000
Paraíso do Morumbi,05705150,250,3,5,3,2100000
Jardim Monte Alegre,02811000,100,2,2,3,330000
Rua Francisco Dias,03383110,280,4,4,6,1200000
Jardim Leonor,02348170,360,4,5,3,1280000
Vila Tramontano,05690020,572,6,8,4,2400000
Avenida da Invernada,04612060,168,5,2,5,1272000
Rua Macejana,04084080,450,3,5,3,2000000
Avenida Nova Independência,04570000,167,4,2,3,1590000
Rua Lázaro José Gonçalves,03227060,400,3,5,6,1950000
Rua Baltar,03209000,300,2,3,4,550000
Planalto Paulista,04072100,242,4,5,4,2790000
Rua Sousa Leão,03176050,160,3,3,5,1050000
Rua Lourenço Castanho,04507110,350,4,2,4,4000000
Rua Atlântica,01440000,420,4,8,10,9900000
Jardim Leonor,02348170,593,4,4,5,4900000
Rua Camundo,04071040,155,3,2,3,770000
Rua João Bizarro da Nave,03351100,374,3,2,1,1400000
Planalto Paulista,04072100,535,4,2,4,4800000
Vila Morumbi,05688100,495,4,5,2,2100000
Rua Eliseu Visconti,05683010,660,4,4,6,4300000
Rua Manuel Figueiredo Landim,04693130,300,4,5,5,1300000
Alameda Álvaro de Morais,04072100,208,3,4,1,1400000
Rua Sebastião de Paiva,05089010,154,2,2,3,849000
Jardim Leonor,02348170,232,3,5,3,2000000
Rua Emboabas,04623010,418,4,5,6,2700000
Rua Polônia,01447000,486,4,4,3,3190000
Alto de Pinheiros,05462050,492,3,7,5,4800000
Jardim Luzitânia,04030000,582,4,5,4,9500000
Rua Estados Unidos,05212060,1816,4,10,20,55000000
Jardim Paulista,01404000,320,4,3,3,4200000
Rua Comendador Elias Zarzur,04736000,310,3,5,3,2200000
Pinheiros,05187635,500,4,6,5,9500000
Santo Amaro,04745000,200,4,1,10,1800000
Vila Madalena,05444015,340,4,7,4,3180000
Morumbi,05606010,680,4,6,4,4400000
Jardim Patente,04243000,177,2,1,2,450000
Pacaembu,01155000,350,3,3,3,1850000
Avenida Piassanguaba,04060000,260,3,4,2,2350000
Rua Visconde de Guilhofrei,04569020,90,2,2,2,947000
Avenida Nhandu,04059000,280,3,4,2,890000
Vila Clementino,04042030,160,3,1,6,2400000
Vila Nova Curuçá,08031080,107,1,1,1,188682
Rua Sousa Ramos,04120080,250,3,1,10,2500000
Rua Carlos Petit,04110000,290,3,1,3,2500000
Sumaré,04894499,550,3,4,6,3598010
Rua Doutor João Batista de Lacerda,03177010,150,3,3,4,750000
Jardim Londrina,05640000,220,3,5,6,950000
Rua Sônia Ribeiro,04621010,260,4,6,3,2300000
Rua Luís Gama,03105010,320,3,1,6,1200000
Cidade Jardim,01453000,917,3,6,11,9500000
Rua Inácio Manuel Álvares,05372110,200,2,3,4,830000
Jardim Paulista,01404000,700,4,6,3,11000000
Jardim Paulista,01404000,520,4,6,6,7500000
Rua Escritor Abeguar Bastos,04062010,200,3,5,2,1600000
Rua Laerte Assunção,01444040,400,4,6,5,7000000
Avenida George Saville Dodd,05608020,750,5,8,9,7500000
Alto da Lapa,05083010,250,3,4,6,2000000
Rua Ferrúcio Beneduzzi,02350030,103,2,1,2,500000
Rua Caramuru,04138000,380,9,4,4,3700000
Rua Conceição Russomano Pugliese,05587190,100,2,2,2,1200000
Rua Oliveira Peixoto,01530040,120,3,3,8,1250000
Lapa,05069030,135,2,2,2,863010
Rua Mário,04814520,157,3,4,3,1350000
Rua da Paz,02237055,595,4,7,4,3200000
Jardim Europa,01449001,600,4,6,3,16500000
Vila Buenos Aires,03736020,150,3,1,2,350000
Jardim Jabaquara,04384125,240,3,4,6,795000
Jardim Morro Verde,05741180,127,3,3,3,650000
Rua Maria Celina,04125100,180,3,2,2,797900
Praça Graciliano Ramos,04120140,236,4,2,3,1450000
Rua Mesquita,01544010,260,3,3,3,1800000
Alto de Pinheiros,05462050,450,4,5,4,3500000
Rua Viaza,03170060,110,2,1,2,545000
Alto de Pinheiros,05462050,440,5,5,6,3000000
Jardim Bonfiglioli,05593000,330,3,6,6,1700000
Alto de Pinheiros,05462050,492,3,5,6,4200000
Rua Miguel Teles Júnior,01540040,106,2,2,1,480000
Parque dos Príncipes,05396450,414,4,8,6,1400000
Rua Pirandello,04623000,643,4,7,8,4800000
Vila Sônia,05626010,220,3,3,4,1200000
Caxingui,05579000,540,4,8,4,1600000
Boaçava,05469020,423,4,4,5,3500000
Jardim Marajoara,04660000,467,4,7,5,2990000
Avenida Sanatório,02238000,100,1,1,1,250000
Rua Ferdinando Laboriau,01250040,450,4,3,4,2350000
Rua Coronel Diogo,01545000,166,6,6,1,1060000
Rua Piraçununga,03187010,63,2,1,1,298000
Rua Santos Dumont,08223268,567,5,6,4,3490000
Vila Olímpia,04551090,140,3,4,2,950000
Avenida Diogo Gomes Carneiro,05547030,145,3,2,2,820000
Rua Ipiranga,04633000,120,2,3,2,590000
Parque dos Príncipes,05396450,245,4,3,4,1090000
Rua Itaquera,01246030,460,4,5,4,2800000
Rua Armando Petrella,05679010,600,4,8,6,16000000
Praça El Salvador,04788090,420,3,4,6,1800000
Cidade Jardim,01453000,900,4,5,8,8400000
Rua Emboabas,04623010,404,3,3,4,1387000
Rua Brigadeiro Gama Barcelos,04355070,350,3,2,4,890000
Bela Aliança,05088030,400,3,2,8,1500000
Alto de Pinheiros,05462050,450,4,5,2,3500000
Chácara Santo Antônio (Zona Sul),04716090,390,4,1,3,2650000
Jardim Bélgica,04686000,175,3,4,2,1200000
Santo Amaro,04745000,500,4,5,5,3700000
Rua Emboabas,04623010,300,4,4,3,1700000
Jardim Marajoara,04660000,450,3,5,6,2440000
Chácara Santo Antônio (Zona Sul),04716090,420,4,6,8,3500000
Rua Mário Jorge,05468100,46,1,2,2,945000
Rua Filipe Cardoso,04149080,340,3,4,4,2300000
Rua Mil Oitocentos e Vinte e Dois,04216000,130,3,2,2,636000
Vila Cruzeiro,04726170,121,2,2,2,750000
Rua Froben,05315010,202,3,2,2,799000
Vila Santa Catarina,04379100,123,3,3,3,580000
Vila Madalena,05444015,250,4,5,3,2022000
Jardim Petrópolis,04636000,600,4,6,5,3980000
Rua Carlos Petit,04110000,200,3,4,3,1900000
Cidade Monções,04571010,215,3,2,1,2200000
Rua Traipu,01235000,280,5,2,1,2490000
Rua General Nestor Passos,02417140,132,3,4,3,800000
Brooklin Paulista,04578000,644,4,6,6,4800000
Rua das Begônias,05676000,406,4,4,6,2800000
Jardim Leonor,02348170,594,5,6,6,2550000
Alameda Calicut,04716050,450,4,6,8,3750000
Rua Abadiânia,03541000,183,3,3,2,635000
Rua das Malvas,05673000,368,3,4,6,4500000
Rua Iguatemi,01451011,125,3,2,1,2500000
Rua Tordesilhas,05077020,286,4,5,4,1700000
Jardim Londrina,05640000,170,3,3,4,780000
Rua Jesuíno Bandeira,05048080,195,2,2,3,600000
Rua Francisco Farel,05436070,310,3,5,2,3064000
Rua Estefânia Mendes Pereira,02403025,180,3,4,1,1700000
Rua Leais Paulistanos,04202010,226,3,1,1,800000
Rua Dardanelos,05468010,104,3,2,2,850000
Rua Heitor de Morais,01237000,468,6,5,6,10000000
Jardim Cordeiro,04640230,941,4,7,14,7900000
Rua José Renato Pantoja,05639000,160,3,3,4,1100000
Vila Romana,05045050,329,4,4,3,1490000
Rua Matias Roxo,05089040,100,2,2,3,650000
Rua Democracia,04161060,100,2,2,1,445000
Rua Tapirapés,04463040,250,4,4,10,900000
Vila Califórnia,03490000,60,1,1,3,300000
Sumaré,04894499,190,3,4,2,2000000
Travessa Noa,04141150,72,3,2,2,640000
Rua Mário Ruas Alves,04673030,240,3,4,2,630000
Rua Professor José Geraldo de Lima,05367180,150,3,3,2,650000
Rua Artur de Souza Marques,05691000,850,5,8,6,9000000
Chácara Japonesa,04726110,115,3,3,2,1400000
Jardim Ponte Rasa,03893040,274,4,3,2,420000
Vila Bela,08346080,103,3,2,2,450000
Rua Nazaré Paulista,05448000,244,4,4,3,1800000
Rua Visconde de Porto Seguro,04642000,1296,5,12,8,5700000
Rua Bastos Pereira,04507010,440,4,4,3,7000000
Jardim Marília,03579145,150,4,3,1,350000
Parque São Lucas,03220100,85,2,2,2,380000
Instituto de Previdência,05532040,300,4,4,3,1550000
Jardim Paulista,01404000,250,3,2,2,3650000
Pacaembu,01155000,427,4,4,8,3400000
Rua Augusto de Toledo,01542020,210,2,4,2,1200000
Brooklin Paulista,04578000,375,3,4,3,2190000
Rua Alvorada do Sul,05612010,777,4,6,4,8500000
Rua Domingos Neto,04401110,80,1,1,2,450000
Rua Doutor Queirós Guimarães,05609000,411,4,6,6,2500000
Rua Zacarias de Góis,04610000,533,4,3,4,5500000
Jardim Cordeiro,04640230,800,4,6,4,3900000
Rua Almirante Soares Dutra,05654000,370,4,4,4,1800000
Rua Benjamim Lima,04350050,150,2,4,2,950000
Rua Jurupari,04348070,179,3,4,4,630000
Granja Julieta,04721060,358,3,5,5,2500000
Rua Penápolis,01248050,300,3,2,4,2900000
Rua Curucáia,04142070,150,2,4,2,820000
Jardim Guedala,05608020,751,5,4,6,4000000
Jardim Patente,04243000,176,3,3,4,745000
Avenida Ramalho Ortigão,04130010,100,2,3,2,678000
Avenida Bagiru,05469020,272,3,5,3,2200000
Rua Cruçaí,04271050,123,3,1,2,820000
Avenida Jandira,04080000,140,3,4,2,790000
Chácara Monte Alegre,04646030,363,4,6,3,1700000
Parque Domingos Luís,02043081,300,2,3,5,2300000
Brooklin Paulista,04578000,120,2,2,1,670000
Vila Sônia,05626010,121,2,3,2,750000
Pinheiros,05187635,157,2,2,1,1250000
Rua Campo Grande,05302050,244,3,3,3,1600000
Jardim Paulistano,01451001,420,3,6,8,6500000
Rua das Jabuticabeiras,05674010,857,4,4,5,8900000
Rua Guilherme Rehder,04358140,261,3,4,2,850000
Vila Prudente,03132050,180,2,2,1,750000
Vila Nova Conceição,04507000,150,3,3,2,1650000
Santana,08040420,340,7,6,4,1596000
Rua Pamplona,01405000,156,4,3,2,2340000
Rua Conde de Porto Alegre,04608000,500,3,6,4,3200000
Rua Jequitai,04083020,138,4,5,2,1500000
Santo Amaro,04745000,350,5,4,4,2800000
Vila Sônia,05626010,535,3,4,4,2980000
Rua Livi,04857610,153,3,5,2,2200000
Jardim Paulistano,01451001,180,3,1,3,3000000
Jardim Colombo,05629090,232,3,3,4,890000
Brooklin Paulista,04578000,380,5,8,6,2870000
Jardim Guedala,05608020,545,4,1,10,8500000
Vila Progredior,05618000,680,6,6,4,2700000
Rua Visconde de Aguiar Toledo,04612100,195,3,4,2,1750000
Rua Manuel Jacinto,05624000,180,3,4,6,897000
Jardim Guedala,05608020,830,5,7,5,2900000
Rua Laiana,05470000,435,4,1,6,4500000
Rua Estuário,04645100,450,4,7,6,2350000
Rua Alasca,01437020,650,5,5,8,17500000
Rua Alvorada do Sul,05612010,330,4,5,2,2900000
Jardim Europa,01449001,872,4,5,7,18000000
Avenida Boschetti,02205000,115,2,3,2,405000
Vila Nova Conceição,04507000,344,4,4,3,6400000
Vila Anhangüera,04673170,124,3,1,2,650000
Rua Paulo Barian,05551160,160,1,1,2,500000
Rua Joaquim Cândido de Azevedo Marques,05688020,495,4,2,4,2500000
Rua Osvaldo Leite Ribeiro,05655020,653,4,5,4,1636700
Rua Manduri,01457020,455,4,4,3,3620000
Rua Antônio da Veiga,04438040,137,2,2,2,565000
Vila Ida,05455000,490,5,5,6,2400000
Rua Caa,03171020,150,3,2,2,699000
Rua Vigário João de Pontes,04748000,503,4,3,4,4350000
Rua Bastos Tigre,04432120,112,2,1,6,500000
Rua Barão do Triunfo,04602000,220,3,4,2,1910000
Avenida Manoel dos Reis Araújo,04664000,356,4,5,4,1600000
Rua Geórgia,04559010,270,3,5,2,1500000
Rua Luís Arnoni,02375110,480,4,6,4,1500000
